homograph	wordid	sentence	start	end
learned	learned_vrb	"During his formative years, Rolf witnessed inequality and limited economic mobility, and ""learned to be angry at injustice""."	90	97
learned	learned_vrb	There he learned to play the guitar.	9	16
learned	learned_vrb	Stevie Wonder learned to play the harmonica at age 5 and plays the instrument on many of his recordings.	14	21
learned	learned_vrb	Many important hockey players played in Landshut or learned playing hockey there.	52	59
learned	learned_vrb	Ancient people learned about magnetism from lodestones, which are naturally magnetized pieces of iron ore.	15	22
learned	learned_vrb	"He learned Rachmaninoff's ""Vocalise"" and it has become one of his favourite pieces."	3	10
learned	learned_vrb	Feather work was so highly prized that even sons of nobility learned something of it during their education.	61	68
learned	learned_vrb	King Charles arrived in Gaeta on 6 June and learned of the disaster.	44	51
learned	learned_vrb	She soon learned about corruption because squatters had to pay triad gangs protection money.	9	16
learned	learned_vrb	Joe learned the intricacies of poker through trial and error, steadily growing a bankroll while playing throughout college.	4	11
learned	learned_vrb	It was only after he moved to San Diego that he learned that his older brother was still alive.	48	55
learned	learned_vrb	Sullivan was en route to a meeting with d'Estaing when the latter learned that Admiral Howe's fleet had arrived.	66	73
learned	learned_vrb	Herb Gelernter didn't attend, but was influenced later by what Rochester learned.	73	80
learned	learned_vrb	He learned botany from Johann Friedrich Ruthe.	3	10
learned	learned_vrb	Production budgets at SBS were always low and she learned to make do with what they had.	50	57
learned	learned_vrb	Lessons learned from it can help with design of any Mars sample return receiving facility.	8	15
learned	learned_vrb	He was educated at Tipperary Grammar School (The Abbey School), Tipperary Town where he learned the rudiments of rugby football.	88	95
learned	learned_vrb	We learned that our minds and bodies never stopped adjusting to the situation.	3	10
learned	learned_vrb	Vipassana-meditation can be learned in initial 10-day retreats, after which individuals can continue to practice the meditation technique autonomously.	28	35
learned	learned_vrb	Despite the resolutions and actions, city officials learned that the mob planned to resume attacks on Saturday after nightfall.	52	59
learned	learned_vrb	At the same time she learned the classic craftsmanship in making garlands, wreaths, festive arrangements, bouquets and bridal bouquets.	21	28
learned	learned_vrb	He learned by copying the The Wedding at Cana at the Louvre.	3	10
learned	learned_vrb	Keyser learned how to play the glockenspiel, hand bells, and various other instruments.	7	14
learned	learned_vrb	The Japanese had over time learned basic American strategy, which was to lay heavy bombardment before an infantry attack.	27	34
learned	learned_vrb	It was later learned that this process was harmful as the silicon coating sealed the moisture inside the rock.	13	20
learned	learned_vrb	The battle is one of the most famous battles in Burmese military history, and learned by school children.	78	85
learned	learned_vrb	He learned Chinese & Japanese techniques beside traditional Indian & European styles.	3	10
learned	learned_vrb	Graef grew up in Verona, New Jersey and learned the backstroke while competing with the Montclair YMCA swim team.	40	47
learned	learned_vrb	"The girls learned the song ""Delta Nu Nu Nu""."	10	17
learned	learned_vrb	Cooking through enlightenment she learned to express her feelings, and cope with her mother.	34	41
learned	learned_vrb	From Romare Bearden I learned that the fullness and richness of everyday life can be rendered without compromise or sentimentality.	22	29
learned	learned_vrb	They've come through it all and learned the most.	32	39
learned	learned_vrb	"Guderian also noted in his memoirs that ""the Russians already learned a few things."""	62	69
learned	learned_vrb	There is no old age, they have learned the secret of eternal life.	31	38
learned	learned_vrb	People, not only Episcopalians, learned to respect Kerfoot.	32	39
learned	learned_vrb	She learned to dance at her father's dance studio in Orlando, Florida, in the 1920s.	4	11
learned	learned_vrb	From these, he learned about where others were hiding.	15	22
learned	learned_vrb	Del Carril eventually learned of his affair with Matilde Urrutia and he sent her back to Chile in 1955.	22	29
learned	learned_vrb	Esther Weeks taught the painters at Ceres techniques she learned from Joseph Nekola at Bovey.	57	64
learned	learned_vrb	"For example, the English sentence ""Call the boy who learned the lesson"" is said in Tamil like ""That-lesson-learned-boy call""."	52	59
learned	learned_vrb	Additionally, there is much to be learned about the context surrounding LMX, such as organizational culture.	34	41
learned	learned_vrb	Fuller learned mellophone as a child before settling on trumpet.	7	14
live	live_adj	"The band released their 3rd Live DVD entitled ""3rd Live DVD flumpool Live at YOKOHAMA ARENA!"	51	55
live	live_adj	And I know their live show will be up to the task as well, having seen Mr. Fury many times.	17	21
live	live_adj	It was originally performed in 1998 and 1999 in live concerts for her debut album Songbird.	48	52
live	live_adj	"The album, titled ""Live at the Club 47"", was recorded in Cambridge, Massachusetts in 1963."	19	23
live	live_adj	Live oaks drop their leaves immediately before new leaves emerge in the spring.	0	4
live	live_adj	Meetings of the Legislative Assembly are broadcast live on the local radio station, the Falkland Islands Radio Service.	51	55
live	live_adj	CCTV, SMG and Sina became league partners and will broadcast live matches on TV and online across the country.	61	65
live	live_adj	"Around the release of ""Glowing in the Dark"", Mike Simmons played live as a third keyboardist."	65	69
live	live_adj	However, now that live shows have ceased this never happened.	18	22
live	live_adj	Radio Live News took over from the RadioWorks news service, Global News, with the launch of Radio Live in 2005.	6	10
live	live_adj	Kingdom is the third live album from Covenant Worship.	21	25
live	live_adj	Muse has also released two live albums, HAARP (2008) and Live at Rome Olympic Stadium (2013), and a compilation album.	27	31
live	live_adj	Towards the end of the year he also played three live dates showcasing the material from Through These Eyes.	49	53
live	live_adj	Mere is the first live album by Norwegian rock band deLillos.	18	22
live	live_adj	"The live version of ""Da Doo Ron Ron"" features the band The Crystals backing up Cassidy."	4	8
live	live_adj	The pair also started singing live for the first time, Schneider processing his voice with a vocoder live.	30	34
live	live_adj	As of 2010, his total live tournament winnings exceed $5,375,000.	22	26
live	live_adj	This includes live music and local music tracks.	14	18
live	live_adj	Both Therion's and Epica's performances were released as a live album in 2009 by Nuclear Blast Records.	59	63
live	live_adj	This was far below the openings of other talking-animal live-action films and a loss for the studio.	56	60
live	live_adj	"Borrowers were now directly registered onto the computer, and a new computer management system went live, ""the most sophisticated."	100	104
live	live_adj	New live shows and recordings are being planned for 2009.	4	8
live	live_adj	In addition, television service will also stream live program content on iPad and Android tablet computers.	49	53
live	live_adj	The album also featured performances by most of Workman's then current live band.	71	75
live	live_adj	The concert was also released as a live VHS and DVD.	35	39
live	live_adj	It was recorded live during their K.F.D. World Tour in 1997.	16	20
live	live_adj	The live BBC 1 trailer was directed by John Rooney.	4	8
live	live_adj	Most Haunted Live visited the castle on March 26, 2010.	13	17
live	live_adj	It mirrored many of KVST's objectives including the mobile bus to cover distant events live.	87	91
live	live_adj	The same year, Cardoso, the band's live keyboardist since 2011, joined as a full-time member.	35	39
live	live_adj	Tomando Control: Live (English: Taking Control) is a live album by Puerto Rican duo Wisin & Yandel.	53	57
live	live_adj	The May 8 performance was broadcast nationally on Live from Lincoln Center on PBS.	50	54
live	live_adj	129, with Eugene Ormandy conducting the Festival orchestra1954: At Prades (all live performances), including:Beethoven: Cello Sonata No.	79	83
live	live_adj	The band first performed the song live on Radio 1 at Maida Vale studios with Annie Mac.	34	38
live	live_adj	Roddy Piper also appeared with Blaustein on Larry King Live to discuss the professional wrestling business.	55	59
live	live_adj	She was replaced by Nancy Skinner, who was broadcast live until the closure of On Second Thought.	53	57
live	live_adj	Released in fall 2010, this is a WD TV Live device with an internal 1 TB storage disk.	39	43
live	live_adj	An expert panel provided advice to the contestants throughout the series, and provided comments during the live shows.	107	111
live	live_adj	It may or may not have live culture remaining in the cheese after manufacture depending on the specific process.	23	27
live	live_adj	"One episode included a live performance of ""My Little Angel"" by William Shakespeare."	23	27
live	live_adj	He also has a tendency to eat live animals.	30	34
live	live_adj	Alter Bridge: Live at Wembley is the second concert film and live album by the rock band Alter Bridge.	61	65
live	live_adj	The live recording was engineered by Brett Gurewitz, the head of Epitaph Records and a member of Bad Religion.	4	8
live	live_adj	Later, Queen recorded a third live version of the song at Wembley Stadium, London, in 1986.	30	34
live	live_adj	Both the second television series and the live action series were broadcast in 1080i HDTV.	42	46
live	live_adj	The show concluded with the band's first public live performance at The Dome at the Dortmunder Westfalenhalle in February 2001.	48	52
live	live_adj	The results show is recorded directly after the live show.	48	52
live	live_adj	Let It Bleed (1969) was their first of five consecutive number one studio and live albums in the UK.	78	82
live	live_adj	Performance and Cocktails: Live at Morfa Stadium is a 1999 DVD released by Welsh Rock trio, Stereophonics.	27	31
live	live_vrb	Roughly half of them live in Gauteng.	21	25
live	live_vrb	She went to live with her aunt whose family name was Wang.	12	16
live	live_vrb	As of 2016 there were 443,862 stateless people in Thailand who were born in Thailand and live there.	89	93
live	live_vrb	They are described as stupid, vicious and live in violent matriarchies with a religious emphasis on devouring.	42	46
live	live_vrb	"There is a large and growing number of ""fulltimers"": people who live full-time in their RV/motorhome."	64	68
live	live_vrb	They currently live in Los Angeles and have two children.	15	19
live	live_vrb	Jacques now only has 12 hours to live.	33	37
live	live_vrb	"He thought the Stoics' desire for a ""lack of feeling"" foolish: they would live a ""sluggish, enervated life"", he said."	74	78
live	live_vrb	Rajinder also has two elder sisters who live in New Delhi.	40	44
live	live_vrb	The doctors estimated Pausch had three to six months of good health left to live.	76	80
live	live_vrb	Let's just put them in costume because they normally live in the cold.'	53	57
live	live_vrb	However, Vasant reconciles with his son and allows him to live life the way he wants.	58	62
live	live_vrb	The victims pick up a ringing phone and are told by a mysterious voice how long they have to live.	93	97
live	live_vrb	Most of the city's Christians, unwilling to live under Moslem rule, abandoned their homes and resettled in Christian Cyprus.	44	48
live	live_vrb	Smaller Kashmiri communities also live in other regions of the Jammu and Kashmir state.	34	38
live	live_vrb	"The slogan and theme of Live in Unity are ""We Stand As One"" and to ""Live in Unity""."	68	72
live	live_vrb	"Its story is about a ""turn-of-the-20th-century"" village whose residents live in fear of the creatures inhabiting the woods beyond it."	72	76
live	live_vrb	Claire was adopted by Cécile's husband after her marriage, and she eventually returned to live in France as an adult.	91	95
live	live_vrb	They may live in the open ocean in between the two areas, but no observations have been made.	9	13
live	live_vrb	To live directly across from the sea.	3	7
live	live_vrb	In mid-1971, Obama moved back to Hawaii to live with his grandparents and attend Punahou School starting in fifth grade.	43	47
live	live_vrb	When Kayla confesses that she lied, Tom sends her to live with her grandparents.	53	57
live	live_vrb	Today, about 235 Good Samaritan Sisters live and minister throughout Australia and in Japan, the Philippines and Kiribati.	40	44
live	live_vrb	In heaven he will live as long as Visakha and Sakka (DA.iii.740).	18	22
live	live_vrb	"Anders retired from acting in 1972 in order to ""live a normal life."""	48	52
live	live_vrb	In the mangrove in Ha Pak Nai live various species, which is highly conserved by environmentalists.	30	34
live	live_vrb	Their daughter, Anne Marie, and two grandchildren live in Maui, Hawaii.	50	54
live	live_vrb	Chabba and Flopp are two 'odd sock characters' who live in the sock drawers, apparently unnoticed by the other characters.	51	55
live	live_vrb	With the money left by the rich man's mouse, the two live happily ever after.	53	57
live	live_vrb	However, only about 43% of the ger district residents in Ulaanbaatar actually live in gers.	78	82
lives	lives_nou	It made such a difference in the lives of a lot of those children.	33	38
lives	lives_nou	Two singles were released from The Time of Our Lives.	47	52
lives	lives_nou	They both have been influenced their entire lives by producers Timbaland and The Neptunes.	44	49
lives	lives_nou	The salamanders are totally aquatic and spend their whole lives in the same body of water.	58	63
lives	lives_nou	In fear for their lives, the villagers killed Uvelel'yn.	18	23
lives	lives_nou	Both men describe Star Trek as having put personal pressures on them that negatively affected their family lives.	107	112
lives	lives_nou	Although many women perceive that Fascinating Womanhood helped their lives, the book's teachings remain controversial.	69	74
lives	lives_nou	He rolled the dice and, again, gambled with people's lives.	53	58
lives	lives_nou	Her ambition was to become a doctor who improved the lives of women and children.	53	58
lives	lives_nou	The 23 April 1940 Rhythm Night Club Fire in Natchez, Mississippi, claimed the lives of approximately 209 persons.	78	83
lives	lives_nou	The player is also awarded extra lives and bombs (except in certain levels) for collecting set quantities of Geoms.	33	38
lives	lives_nou	Critical response to Other Lives was generally positive.	27	32
lives	lives_nou	After this, Charlie also remembers their lives on the island, and he and Claire have an emotional reunion.	41	46
lives	lives_nou	This ministry works and dedicates their time to have a positive impact on others lives.	81	86
lives	lives_nou	Instead, the video follows the lives of a feuding couple who live next door to Dixon.	31	36
lives	lives_nou	TT gives Mansukh the ultimatum of getting Indu married in 10 days, or they would lose their lives.	92	97
lives	lives_nou	Lemuel (Christopher de Leon) has come out of hiding to make their lives miserables again.	66	71
lives	lives_nou	She and Casey became deathly ill because of the perfume but Chris' antidote saved their lives.	88	93
lives	lives_nou	Some 42,000 North Carolinians lost their lives in the American Civil War.	41	46
lives	lives_nou	"The novel ""traces the eventful lives of two sisters from before the first world war to the 1960s""."	31	36
lives	lives_nou	Altogether around 3,500 lives were lost from the various ships.	24	29
lives	lives_nou	Another concern of ADA is to impress on Austrians how development cooperation directly affects their lives.	101	106
lives	lives_nou	The epidemic of 1689 claimed 700 lives out of a total population of 4,000.	33	38
lives	lives_nou	An exploration of the magical force of music in the lives of human beings.	52	57
lives	lives_nou	The player is given three lives initially and bonus lives are awarded at 20000 points and every 80000 points thereafter.	26	31
lives	lives_nou	Ma Chu Ka discusses about happens when a third person walks into the lives of two people.	69	74
lives	lives_nou	This guy came out with the biggest lady we had ever seen in our lives.	64	69
lives	lives_nou	The novel's epilogue details the sisters' lives after marriage.	42	47
lives	lives_nou	It was a central experience in our lives.	35	40
lives	lives_nou	They spend most of their lives underground, emerging in response to rain or snow, thus the common name.	25	30
lives	lives_vrb	He currently lives in Freetown, Sierra Leone.	13	18
lives	lives_vrb	Smith is also a renowned conservationist and owns the Featherbed Nature Reserve in Knysna, where he currently (2004) lives.	117	122
lives	lives_vrb	Conor, a lighthouse keeper, lives on an island with son Ben, his pregnant wife Bronagh, and sheepdog Cu.	28	33
lives	lives_vrb	Bean lives in Lakeland, Florida, where he enjoys hunting and fishing.	5	10
lives	lives_vrb	She lives in Berlin, is married with a German and is mother of a son.	4	9
lives	lives_vrb	She lives in the Lakouanga neighborhood of Bangui.	4	9
lives	lives_vrb	Greco now lives in Los Angeles and has recently appeared alongside Kevin Costner in the three-part film Hatfields & McCoys.	10	15
lives	lives_vrb	First discovered in 1992, this gastropod lives in most oceans.	41	46
lives	lives_vrb	"Mrs. Tittlemouse is a woodmouse who lives in a ""funny house"" of long passages and storerooms beneath a hedge."	36	41
lives	lives_vrb	Chris Doyle is a multi-media artist who lives in New York City.	40	45
lives	lives_vrb	Cash lives with her husband and son in Chelsea, Manhattan.	5	10
lives	lives_vrb	Philodromus rufus vibrans is a spider that ambushes its prey and lives in United States and Canada.	65	70
lives	lives_vrb	Born in 1961 in Shanghai, she now lives in Vancouver and is the mother of two children.	34	39
lives	lives_vrb	The player controls a child, Noah, who lives in a utopia called Eden.	39	44
lives	lives_vrb	Savithiri does not like the life that M.G.R. lives.	45	50
lives	lives_vrb	Mr. Walch currently lives in Brooklyn, New York and is at work on the book for a musical.	20	25
lives	lives_vrb	Una M. Ryan (born 1966) is a biochemist from Ireland, researching parasites and infectious agents in Australia, where she lives.	122	127
lives	lives_vrb	This sponge lives from the subtidal zone and down to at least 15m underwater.	12	17
lives	lives_vrb	Currently, Bishop Zipfel lives at Little Sisters of the Poor in Florissant, MO.	25	30
lives	lives_vrb	About 75% of the Haitian population lives in rural areas, a large portion of whom practice subsistence agriculture.	36	41
lives	lives_vrb	The strongest legacy brand with the best prospects for the future lives on.	66	71
lives	lives_vrb	She lives in the Lasalle borough of Montreal, Quebec.	4	9
lives	lives_vrb	She lives and works in Los Angeles.	4	9
lives	lives_vrb	He currently lives in Santa Rosa, California.	13	18
lives	lives_vrb	Bork now lives and works in Heidelberg, Germany.	9	14
lives	lives_vrb	Some times later Anthony lives together with Donna and her gay brother.	25	30
lives	lives_vrb	It is a cleaner shrimp and usually lives in association with sea anemones, scleractinian corals or jellyfish.	35	40
lives	lives_vrb	He currently lives in Nashville, Tennessee with his wife.	13	18
lives	lives_vrb	Along with his band, he lives a vegan lifestyle and supports animal rights.	24	29
lives	lives_vrb	She currently lives in Los Angeles with her mother and younger brother, Justin.	14	19
lives	lives_vrb	Shiva / Tiger is the local criminal don in his part of the town where he lives with his mother.	73	78
lives	lives_vrb	She currently lives in Brighton where she works in a shared artists' studio.	14	19
lives	lives_vrb	It lives in isolated mud deposits found under large rocks in the rapid flowing sections of stream and river shoals.	3	8
lives	lives_vrb	The crested eagle lives in humid lowland forests, mostly comprised by tropical rainforests.	18	23
lives	lives_vrb	Sabina lives her life as an extreme example of lightness, taking profound satisfaction in the act of betrayal.	7	12
lives	lives_vrb	He is also obsessed with a sow who lives on the farm.	35	40
lives	lives_vrb	Larsen lives in Fairhope, Alabama, with his wife and their three children.	7	12
lives	lives_vrb	The family lives in the Jerusalem neighborhood of Beit HaKerem.	11	16
lives	lives_vrb	Meanwhile, Jeremy meets Elena, a beautiful Russian woman and occasional marijuana dealer who lives in their building.	93	98
lives	lives_vrb	Goss currently lives in Torpoint, Cornwall, and has three teenage children: Alex, Livvy and Eliot.	15	20
lives	lives_vrb	The lock keeper, who no longer lives on site, controls the whole process from a control room overlooking the lock.	31	36
lives	lives_vrb	This concern for equality and humanity extends also to the stranger who lives among the Israelites.	72	77
lives	lives_vrb	He is married with four children, and lives in France.	38	43
lives	lives_vrb	His wife Ashalata has deserted him and lives in her maternal house with their children.	39	44
lives	lives_vrb	Phranc lives in Santa Monica, California with her partner and children.	7	12
lives	lives_vrb	Lucy lives a very lonely life, reading books and keeping bees.	5	10
lives	lives_vrb	She lives in Washington, D.C., with her husband, Bloomberg editor Max Berley, and their children.	4	9
lives	lives_vrb	Ann picks up the blue framed butterfly, showing that the apartment is where Alice lives.	82	87
lives	lives_vrb	The family lives on the Pointefield Landing of the Severn River in Maryland.	11	16
lives	lives_vrb	Norman lives at Greenwood children's home, south of London, where he grew up.	7	12
lives	lives_vrb	Monaghan lives in Contin, Ross-Shire with his wife and daughter.	9	14
minute	minute	Each team had ten hours to write, shoot, and edit a two-minute short film based around a quote.	56	62
minute	minute	"Dylan also recorded a six-minute song entitled ""Who Loves You More"", which is a virtually finished take."	26	32
minute	minute	Originally a thirty-minute show, it was extended to forty-five minutes, then later to sixty minutes.	20	26
minute	minute	The minute they had lice they just left it alone; the women have a different instinct.	4	10
minute	minute	FC Union Berlin, after coming off the bench to replace Anton Fink in the 89th minute.	78	84
minute	minute	Yanks for Stalin (1999) is a 60-minute History Undercover series special documentary that aired on the History Channel.	32	38
minute	minute	Loop 464 was designated in 1968, with no changes to the route description since the original Minute Order.	93	99
minute	minute	Until the last minute, he kept expecting the door to open and friends to walk in.	15	21
minute	minute	It's about a 15-minute walk from the parking lot to the beach.	16	22
minute	minute	The minute she leaves, Buffy physically attacks Spike and storms off.	4	10
minute	minute	"His counterpart, T. B. Langton noted that his crew ""had an excellent race and enjoyed every minute of it""."	92	98
minute	minute	"From the water taxi dock, it's only a few minute taxi ride to the bus stop known as ""el cruce."""	42	48
minute	minute	The victory came after a ten-minute period at the end of the match where the Springboks scored three-tries.	29	35
minute	minute	The six-minute-long video shows each location played at until a certain date, fan commentary and some backstage footage.	8	14
minute	minute	Wintuk was a 90-minute show with a 20-minute intermission.	38	44
minute	minute	"The speaker elaborates on the theme of change (""Minute by minute they change (48)."	58	64
minute	minute	"His first film was a 30-minute short feature called ""55 is the Speed Limit you Know!"""	24	30
minute	minute	For each missed target a fixed penalty time, usually one minute, is added to the skiing time of the biathlete.	57	63
minute	minute	After they've been sauced they throw them on the grill for a minute or two.	61	67
minute	minute	Blackrock fought back and a Cummins goal in the 24th minute helped to level matters at the interval.	53	59
minute	minute	However, he then scored his second goal of the game in the 103rd minute after a pass from Max Christie.	65	71
minute	minute	By the time Hodgson restarted his car, he was around one minute down on McKay and Pitt.	57	63
minute	minute	The 15-minute show was hosted by famous sports announcer Russ Hodges.	7	13
minute	minute	He was a Four-Minute Man and the director of the Ojai Civic Association.	14	20
minute	minute	The deneuralyzer took a minute to complete its job.	24	30
minute	minute	"Cray's ""two minute portraits"" are large-scale self-portraits, inquiring into the persistence of the photographic image."	12	18
minute	minute	Play was largely uneventful from then until the 56th minute, when Charlie George again shot wide from long distance.	53	59
minute	minute	However the 2003 event lifted some controversy when China decided to pull out from the tournament at the last minute.	110	116
minute	minute	In the 31st minute, a break-away by Switzerland saw Josip Drmic setting up Shaqiri to convert.	12	18
minute	minute	Scientists at Stanford University in California have developed a battery that can be charged within one minute.	104	110
minute	minute	Later Iran's space research website uploaded an 18-minute video.	51	57
minute	minute	Crimond Church has an extra minute between the eleven and twelve making for 61 minutes in the hour.	28	34
minute	minute	During the exposition, it hosted 50-minute versions of Shakespeare plays.	36	42
minute	minute	"King delivered a 17-minute speech, later known as ""I Have a Dream."""	20	26
minute	minute	The feature was extended into a weekly 30-minute magazine show in January 2016.	42	48
minute	minute	Audio conversations with 20-second responses, and a two-minute presentation complete the exam.	56	62
minute	minute	In 1975, Lauda had been the first and only driver to break the seven-minute mark.	69	75
minute	minute	On one occasion, television stations were forced to broadcast a 44-minute-long musical performance contained within a cadena nacional.	67	73
minute	minute	This 15-minute series was broadcast Sundays at 12:00 p.m. (Eastern) from 15 May to 25 September 1977.	8	14
minute	minute	It was a music program which starred the singer of the same name, and aired in a 15-minute time-slot.	84	90
minute	minute	It takes a 15-minute drive from Belgrade Nikola Tesla Airport to the Arena.	14	20
minute	minute	"It is about Joel Stein, the host of a three-minute rock-star interview show on VH1 called ""3 minutes with Joel""."	44	50
minute	minute	At the last minute, CBS decided to renew the series for a seventh season.	12	18
minute	minute	Each lesson lasts 3 hours 15 minutes, with a 15-minute break, in addition to a hypothetical 45 minutes of e-learning.	48	54
minute	minute	The 70 minute, one-act work was composed by Richard Peaslee to a libretto by Kenneth Cavander.	7	13
minute	minute	Each 30-second frame begins precisely on the minute or half-minute as indicated by the atomic clock on each satellite.	45	51
minute	minute	They have one minute in which to make their choice.	14	20
minute	minute	The whole sequence in the final minute of the game was phenomenal.	32	38
minute	minute	In the 100 Butterfly, Yeo also finally finished in under one minute, winning the race in 59.91s.	61	67
minute	minute	In making the two-minute film, he videotaped people walking and animated them in walk cycles.	18	24
minute	minute	Until the 2003 rebranding featuring a modernized Sam the Minuteman, the logo featured the Concord Minute Man statue prominently.	98	104
minute	minute	Commercial breaks occur, on average, every fifteen minutes; news reports every thirty minutes in five-minute durations.	102	108
minute	minute	In the same match, he scored his first senior goal for Audax in the 51st minute.	73	79
minute	minute	Since the opening of the line, the line has been served at 20-minute intervals.	62	68
minute	minute	Starting in the mid-1970s, another 30-minute edition was presented on DDR2 (launched in 1969) around 9:30pm.	38	44
minute	minute	Wilson recognizes the flier as a last-minute smear attempt.	38	44
minute	minute	Minute Muffler, which began in 1969, is based in Lethbridge.	0	6
minute	minute	"However, if the live player was ahead, a ""free"" minute was earned."	48	54
minute	minute	He came as a substitute in the second group game against Japan, replacing Jehad Al Hussain in the 77th minute.	103	109
minute	minute	Tallied for the first time in 2011 on the game-winner in the 77th minute against Cleveland State (9/14).	66	72
minute	minute	It is only a short twenty-minute drive from Western Carolina University, and the town of Sylva.	26	32
minute	minute	Walt Disney Feature Animation made a 1990 animated 24-minute short film, inspired by the novel and starring Mickey Mouse.	54	60
minute	minute	The first failed at the five-minute mark.	29	35
minute	minute	Buses run regularly from Knott End there is also a seasonal three-minute ferry crossing to Fleetwood.	66	72
minute	minute	The new trams would allow a five-minute service on the Buckland route and a ten-minute service on the Maxton route.	80	86
minute	minute	There were four 15-minute episodes and it was broadcast on BBC Radio 4.	19	25
minute	minute	Gylfi Sigurthsson levelled in the 70th minute, but seven minutes later, Wayne Rooney flicked home the winner.	39	45
minute	minute_adj	Caecum subvolutum is a species of minute sea snail, a marine gastropod mollusk or micromollusk in the family Caecidae.	34	40
minute	minute_adj	There is a terminal series of minute indistinct dark fuscous dots.	30	36
minute	minute_adj	Anatoma micalii is a species of minute sea snail, a marine gastropod mollusk or micromollusk in the family Anatomidae.	32	38
minute	minute_adj	When a leaf is viewed against light some minute secretory glands are visible in the vein poligons (areolae).	41	47
minute	minute_adj	Thus, the change in bitline voltage is minute.	39	45
minute	minute_adj	Setia impolite is a species of minute sea snail, a marine gastropod mollusk or micromollusk in the family Rissoidae.	31	37
minute	minute_adj	Assiminea rolani is a species of minute operculate snail, a marine gastropod mollusk or micromollusk in the family Assimineidae.	33	39
minute	minute_adj	Their legs are short and robust, while the claws are equipped with minute teeth.	67	73
minute	minute_adj	Manzonia crispa is a species of minute sea snail, a marine gastropod mollusk or micromollusk in the family Rissoidae.	32	38
minute	minute_adj	The bladder is often small, nondistensible and may be filled with a minute amount of fluid.	68	74
misuse	misuse_nou	This has led to complaints (for the last 50 years) that statistical significance testing is a misuse of statistics.	94	100
misuse	misuse_nou	In 2002 the UN GA adopted a second resolution on the criminal misuse of information technology.	62	68
misuse	misuse_nou	It is controlled in the UK by the Misuse of Drugs Act 1971.	34	40
misuse	misuse_nou	Its misuse continued after the breakup of Yugoslavia when it served as a night club and gaming house.	4	10
misuse	misuse_nou	The European Commission accused E.ON of the misuse of markets in February 2008.	44	50
misuse	misuse_nou	Through their frequent misuse, words that should convey real value are emptied of meaning.	23	29
misuse	misuse_nou	"And that is not patent misuse under any court's definition of the term."""	23	29
misuse	misuse_nou	Penalties for misuse of this facility include a fine of Rs.	14	20
misuse	misuse_nou	The Act removed the statutory requirement for the Advisory Council on the Misuse of Drugs to include scientists.	74	80
misuse	misuse_nou	In 2013 he was dismissed by the university on grounds of refusal to teach and misuse of university resources.	78	84
misuse	misuse_nou	"Firefighter Glen Jeffs indicated that the warrants referenced ""misuse of funds."""	63	69
misuse	misuse_nou	Misuse of an administrator's privileges can also be easily appealed.	0	6
misuse	misuse_nou	Dakta Green is involved in several ongoing court cases for cannabis offences under the Misuse of Drugs Act 1975.	87	93
misuse	misuse_nou	In theory, misuse detection assumes that abnormal behaviour has a simple-to-define model.	11	17
misuse	misuse_nou	The long-standing misuse of the terms, and its inclusion in scholarly articles has compounded the confusion.	18	24
misuse	misuse_nou	Efforts to prevent suicide include limiting access to firearms, treating mental illness and drug misuse, and improving economic circumstances.	97	103
misuse	misuse_nou	The Department of Health substance misuse guidelines recommend monitoring for mood disorder in those dependent on or withdrawing from benzodiazepines.	35	41
misuse	misuse_nou	The officer says he wanted them to learn a lesson about the misuse of prop guns.	60	66
misuse	misuse_nou	Proponents of the patent misuse defense suggest it could be a defense against litigation brought by patent trolls.	25	31
misuse	misuse_nou	He strongly opposed direct democracy, however, particularly the use (or misuse) of referendums, as leading to totalitarianism.	72	78
misuse	misuse_nou	One night the real Chad arrives after learning about Sid's misuse of the device.	59	65
misuse	misuse_nou	Nevertheless, direct marketing can involve a misuse of databases and the soliciting of unwilling recipients.	45	51
misuse	misuse_nou	Islam has instructed its followers to maintain decency in speech, and misuse of tongue has been admonished.	70	76
misuse	misuse_nou	He was sentenced to 31 years 10 months 15 days imprisonment for misuse of weapons restricted to the Army.	64	70
misuse	misuse_nou	Scandals ranging from illegal land sale/grabbing to funds misuse.	58	64
misuse	misuse_nou	To prevent misuse of their names in this way, some legitimate academic institutions have registered .ac domains.	11	17
misuse	misuse_nou	The misuse of arms is a criminal offence in Scotland, and treated as tax evasion.	4	10
misuse	misuse_nou	He also denied authorizing any misuse of customer funds.	31	37
misuse	misuse_nou	"This rule is known as the ""purging"" doctrine in patent misuse law."	55	61
misuse	misuse_nou	The manager had been arrested at the prison days earlier by detectives investigating the alleged misuse of a personal computer.	97	103
misuse	misuse_nou	Often both the alcohol misuse and psychological problems need to be treated at the same time.	23	29
misuse	misuse_nou	Many violent acts have been committed against some of God's beloved children through the misuse of scripture.	89	95
misuse	misuse_nou	Due to the nature of quad charts as relatively short documents, there are opportunities for misuse.	92	98
misuse	misuse_nou	Methods of combating the misuse of history for the furtherance of creeds hostile to liberty.	25	31
misuse	misuse_nou	"Sukanya Verma of Rediff.com appreciated the film for bringing ""attention to the misuse and commercialisation of religion""."	80	86
misuse	misuse_nou	While generally stimulant medications do not seem to worsen substance misuse, they are known to be abused in some cases.	70	76
misuse	misuse_nou	There is widespread misuse of the programme by hospitals.	20	26
